company_id,type,rule_id,text,confidence_pct
HINDUNILVR,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100
HINDUNILVR,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100
HINDUNILVR,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,85
ICICIBANK,con,CON_01,Debt-to-equity ratio of 6.45 is elevated for a non-financial company and warrants monitoring.,68
ICICIBANK,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure.,85
ICICIBANK,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,64
ICICIBANK,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100
ICICIBANK,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,100
ICICIBANK,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,100
ICICIBANK,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,85
ICICIGI,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure.,85
ICICIGI,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,95
ICICIGI,pro,PRO_03,Debt-free balance sheet provides financial flexibility and eliminates interest burden,100
ICICIGI,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100
ICICIGI,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100
ICICIPRULI,con,CON_DEFAULT,No significant financial weaknesses were detected by the automated rule engine. Investors should continue monitoring future financial performance.,65
ICICIPRULI,pro,PRO_03,Debt-free balance sheet provides financial flexibility and eliminates interest burden,100
ICICIPRULI,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,63
ICICIPRULI,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100
ICICIPRULI,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100
INDIGO,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure.,85
INDIGO,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,95
INDIGO,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,68
INDIGO,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100
INDIGO,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,100
INDIGO,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
INDIGO,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,100
INDIGO,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,85
INDUSINDBK,con,CON_01,Debt-to-equity ratio of 6.89 is elevated for a non-financial company and warrants monitoring.,69
INDUSINDBK,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure.,85
INDUSINDBK,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,60
INDUSINDBK,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,87
INDUSINDBK,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,64
INDUSINDBK,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,61
INDUSINDBK,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,85
INFY,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure.,85
INFY,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,80
INFY,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,95
INFY,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100
IOC,con,CON_DEFAULT,No significant financial weaknesses were detected by the automated rule engine. Investors should continue monitoring future financial performance.,65
IOC,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,60
IOC,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,60
IOC,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,70
IRCTC,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure.,85
IRCTC,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,91
IRCTC,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,65
IRCTC,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,78
IRCTC,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,78
IRCTC,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100
IRCTC,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,86
IRFC,con,CON_01,Debt-to-equity ratio of 7.83 is elevated for a non-financial company and warrants monitoring.,71
IRFC,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,68
IRFC,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100
IRFC,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,66
IRFC,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,70
ITC,con,CON_DEFAULT,No significant financial weaknesses were detected by the automated rule engine. Investors should continue monitoring future financial performance.,65
ITC,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,73
ITC,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,95
ITC,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,84
ITC,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100
JINDALSTEL,con,CON_DEFAULT,No significant financial weaknesses were detected by the automated rule engine. Investors should continue monitoring future financial performance.,65
JINDALSTEL,pro,PRO_DEFAULT,Business exhibits stable operating performance based on the available financial metrics.,65
JIOFIN,con,CON_DEFAULT,No significant financial weaknesses were detected by the automated rule engine. Investors should continue monitoring future financial performance.,65
JIOFIN,pro,PRO_03,Debt-free balance sheet provides financial flexibility and eliminates interest burden,100
JIOFIN,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100
JIOFIN,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100
JSWENERGY,con,CON_DEFAULT,No significant financial weaknesses were detected by the automated rule engine. Investors should continue monitoring future financial performance.,65
JSWENERGY,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100
JSWENERGY,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,60
JSWENERGY,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,70
JSWSTEEL,con,CON_DEFAULT,No significant financial weaknesses were detected by the automated rule engine. Investors should continue monitoring future financial performance.,65
JSWSTEEL,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,61
KOTAKBANK,con,CON_01,Debt-to-equity ratio of 4.00 is elevated for a non-financial company and warrants monitoring.,64
KOTAKBANK,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100
KOTAKBANK,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,60
KOTAKBANK,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,68
KOTAKBANK,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,85
LICI,con,CON_DEFAULT,No significant financial weaknesses were detected by the automated rule engine. Investors should continue monitoring future financial performance.,65
LICI,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,100
LICI,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,95
LICI,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,100
LICI,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100
LODHA,con,CON_DEFAULT,No significant financial weaknesses were detected by the automated rule engine. Investors should continue monitoring future financial performance.,65
LODHA,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,61
LT,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure.,85
LT,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,100
LTIM,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure.,85
LTIM,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,70
LTIM,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,95
LTIM,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,90
LTIM,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,69
LTIM,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100
M&M,con,CON_DEFAULT,No significant financial weaknesses were detected by the automated rule engine. Investors should continue monitoring future financial performance.,65
M&M,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,62
MARUTI,con,CON_DEFAULT,No significant financial weaknesses were detected by the automated rule engine. Investors should continue monitoring future financial performance.,65
MARUTI,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,95
MARUTI,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100
MARUTI,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,85
MOTHERSON,con,CON_DEFAULT,No significant financial weaknesses were detected by the automated rule engine. Investors should continue monitoring future financial performance.,65
MOTHERSON,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,95
MOTHERSON,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,85
NAUKRI,con,CON_DEFAULT,No significant financial weaknesses were detected by the automated rule engine. Investors should continue monitoring future financial performance.,65
NAUKRI,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,64
NAUKRI,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,66
NAUKRI,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,97
NESTLEIND,con,CON_DEFAULT,No significant financial weaknesses were detected by the automated rule engine. Investors should continue monitoring future financial performance.,65
NESTLEIND,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,100
NESTLEIND,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,95
NESTLEIND,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100
NESTLEIND,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,60
NHPC,con,CON_DEFAULT,No significant financial weaknesses were detected by the automated rule engine. Investors should continue monitoring future financial performance.,65
NHPC,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,95
NHPC,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100
NHPC,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,62
NTPC,con,CON_DEFAULT,No significant financial weaknesses were detected by the automated rule engine. Investors should continue monitoring future financial performance.,65
NTPC,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,67
ONGC,con,CON_DEFAULT,No significant financial weaknesses were detected by the automated rule engine. Investors should continue monitoring future financial performance.,65
ONGC,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,95
ONGC,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,62
PFC,con,CON_01,Debt-to-equity ratio of 8.27 is elevated for a non-financial company and warrants monitoring.,72
PFC,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,70
PFC,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,83
PIDILITIND,con,CON_DEFAULT,No significant financial weaknesses were detected by the automated rule engine. Investors should continue monitoring future financial performance.,65
PIDILITIND,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100
PNB,con,CON_01,Debt-to-equity ratio of 3.68 is elevated for a non-financial company and warrants monitoring.,63
PNB,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,100
PNB,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,61
POWERGRID,con,CON_DEFAULT,No significant financial weaknesses were detected by the automated rule engine. Investors should continue monitoring future financial performance.,65
POWERGRID,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,95
POWERGRID,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100
RECLTD,con,CON_01,Debt-to-equity ratio of 6.58 is elevated for a non-financial company and warrants monitoring.,69
RECLTD,con,CON_02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality.,95
RECLTD,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100
RECLTD,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,69
RELIANCE,con,CON_DEFAULT,No significant financial weaknesses were detected by the automated rule engine. Investors should continue monitoring future financial performance.,65
RELIANCE,pro,PRO_DEFAULT,Business exhibits stable operating performance based on the available financial metrics.,65
SBILIFE,con,CON_DEFAULT,No significant financial weaknesses were detected by the automated rule engine. Investors should continue monitoring future financial performance.,65
SBILIFE,pro,PRO_03,Debt-free balance sheet provides financial flexibility and eliminates interest burden,100
SBILIFE,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,78
SBILIFE,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100
SBIN,con,CON_DEFAULT,No significant financial weaknesses were detected by the automated rule engine. Investors should continue monitoring future financial performance.,65
SBIN,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,100
SBIN,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,100
SHREECEM,con,CON_DEFAULT,No significant financial weaknesses were detected by the automated rule engine. Investors should continue monitoring future financial performance.,65
SHREECEM,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,79
SHRIRAMFIN,con,CON_01,Debt-to-equity ratio of 3.97 is elevated for a non-financial company and warrants monitoring.,63
SHRIRAMFIN,con,CON_02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality.,95
SHRIRAMFIN,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,67
SHRIRAMFIN,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,67
SHRIRAMFIN,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,66
SHRIRAMFIN,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,85
SIEMENS,con,CON_DEFAULT,No significant financial weaknesses were detected by the automated rule engine. Investors should continue monitoring future financial performance.,65
SIEMENS,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100
SIEMENS,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,69
SIEMENS,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,85
SUNPHARMA,con,CON_DEFAULT,No significant financial weaknesses were detected by the automated rule engine. Investors should continue monitoring future financial performance.,65
SUNPHARMA,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,63
SUNPHARMA,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,69
SUNPHARMA,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100
SUNPHARMA,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,88
TATACONSUM,con,CON_DEFAULT,No significant financial weaknesses were detected by the automated rule engine. Investors should continue monitoring future financial performance.,65
TATACONSUM,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,95
TATACONSUM,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,61
TATACONSUM,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,63
TATACONSUM,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90
TATAMOTORS,con,CON_DEFAULT,No significant financial weaknesses were detected by the automated rule engine. Investors should continue monitoring future financial performance.,65
TATAMOTORS,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,85
TATAPOWER,con,CON_DEFAULT,No significant financial weaknesses were detected by the automated rule engine. Investors should continue monitoring future financial performance.,65
TATAPOWER,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,61
TATASTEEL,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure.,85
TATASTEEL,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,95
TCS,con,CON_DEFAULT,No significant financial weaknesses were detected by the automated rule engine. Investors should continue monitoring future financial performance.,65
TCS,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,100
TCS,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,95
TCS,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,63
TCS,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100
TECHM,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure.,85
TECHM,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,95
TECHM,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,67
TITAN,con,CON_01,Debt-to-equity ratio of 2.22 is elevated for a non-financial company and warrants monitoring.,60
TITAN,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,78
TITAN,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,71
TITAN,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,60
TITAN,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,69
TITAN,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,85
TORNTPHARM,con,CON_DEFAULT,No significant financial weaknesses were detected by the automated rule engine. Investors should continue monitoring future financial performance.,65
TORNTPHARM,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,95
TORNTPHARM,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,72
TORNTPHARM,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,81
TORNTPHARM,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,90
TORNTPHARM,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,85
TRENT,con,CON_DEFAULT,No significant financial weaknesses were detected by the automated rule engine. Investors should continue monitoring future financial performance.,65
TRENT,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,100
TRENT,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,100
TRENT,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,100
TRENT,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,85
TVSMOTOR,con,CON_02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality.,95
TVSMOTOR,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,68
